0,51.5092544002459,-0.161045253094787,38.8224775264971,-0.0160039451691639,0.0472026068938215,0.00941811857507227
0.5,51.5092486208502,-0.161043867781726,38.6686773977708,0.119087780735044,-0.000454824131656111,-0.0123861413284081
1,51.5092493963369,-0.16104628855747,38.1795269530267,0.218193272435073,0.0161278476075142,0.00659913308077455
1.5,51.5092539097463,-0.161043784728365,38.0566796322819,0.460802858058992,0.00275379257224109,0.0250884950918015
2,51.5092560546012,-0.161043567882374,37.7593537017237,0.715346717714231,0.0199960652989868,0.0399328434201794
2.5,51.5092599206732,-0.161045371286459,37.7226579680573,0.941439074347141,0.0224853837869667,-0.000196155679744681
3,51.5092632359392,-0.161041542520377,37.7349525003228,1.19436095418421,0.0271066476150948,-0.0185504509049672
3.5,51.5092681371785,-0.16103943515713,37.6804376326036,1.22783747712053,-0.00933477958018717,-0.0154174214340653
4,51.509275836076,-0.161038657521969,37.3996440051123,1.24025111853698,-0.00870063170654232,-0.0436333100855351
4.5,51.5092796140809,-0.161036289946783,36.8686132850125,1.25014928712764,-0.00275695907977126,-0.0330835561502152
5,51.509285555286,-0.161038177480167,36.8722219720948,1.23928312072604,0.000643545695105484,-0.0704316090751248
5.5,51.509292441649,-0.161038069642924,36.6277360303793,1.25934964269451,-0.0202644675578439,-0.062846413575337
6,51.5092959522934,-0.161037580578175,36.384615289513,1.23627354570359,0.0249304520441681,-0.0605631037785368
6.5,51.5093015695004,-0.161035792517568,36.3654091174249,1.2368848699415,0.0241056544469598,-0.0424957832358086
7,51.5093083426044,-0.161035449364784,36.4693067737389,1.2641108152474,-0.00353796668097599,-0.0245890123241215
7.5,51.5093137693223,-0.161034006742456,36.6838514299598,1.25411261395949,0.010137004511832,-0.0364622042465991
8,51.5093193248886,-0.161032691275312,36.5862307117786,1.23843362101535,0.00424917417253052,-0.0224334608888946
8.5,51.5093253860939,-0.16103231294458,36.6507659091149,1.25338283817378,-0.00126711548733238,-0.0395169048317074
9,51.5093306039809,-0.161032684479403,36.5485971863382,1.26160700431156,0.0142531064854789,-0.0403029481668362
9.5,51.5093359234035,-0.161032717536777,36.3732928941026,1.26698278900123,0.0320077010014044,-0.0224666249605766
10,51.5093418651772,-0.161034073324552,36.1942563359626,1.23911403138746,0.0359280877125093,-0.00837673512052262
10.5,51.5093477228577,-0.16103474698113,36.2402544212528,1.24475934666244,0.0205939436172246,0.00483427337458808
11,51.5093530299548,-0.161035177679494,36.0173998663668,1.26805205751483,0.00474123576440415,-0.00731916924979037
11.5,51.5093585684014,-0.161034940263244,36.0094890971668,1.256163125956,0.0287922695530063,0.00648782169470064
12,51.5093640535227,-0.161034995702942,35.997140758438,1.25826082264071,-0.00207623195011153,0.00171742948453102
12.5,51.5093700641537,-0.161034777311151,36.006301960675,1.2411236108562,-0.0157033256874517,-0.00448495527096393
13,51.5093756194964,-0.161035563098923,36.0766119782347,1.24030706491816,-0.00182122124099538,-0.0191745331483516
13.5,51.5093813710368,-0.161036751434296,36.2557109887712,1.24297369462442,0.00878387750862975,-0.0193231134935048
14,51.5093868941145,-0.161036754541714,36.1770400491077,1.26536567085911,0.0137139428406784,-0.0132285711657516
14.5,51.5093921937658,-0.161036151827207,36.3630658383481,1.24414225642383,-0.0341576791690238,-0.00293945185909239
15,51.5093976722469,-0.161036255125911,36.3776585140731,1.25248687265338,-0.0311259520857272,0.030025848666914
15.5,51.5094029992331,-0.161035761923451,36.3173397462815,1.22892889105612,-0.0166688670585948,0.00427221670857625
