0,-1.542892291
0.5,-2.05241827612206
1,-1.97709704628047
1.5,-2.08484295207949
2,-2.32989936116624
2.5,-1.6890432515935
3,-0.864925745546477
3.5,-0.31448233255614
4,-1.29043404104182
4.5,-0.978151155830953
5,-0.598888534478821
5.5,-0.326412225630842
6,-0.788364422207195
6.5,-0.107089898659967
7,-0.0089468740200962
7.5,0.384769590571299
8,0.301396370992109
8.5,0.0624224162502411
9,-0.0618185387869516
9.5,1.26582443655073
10,1.7786147550876
10.5,1.7082980622638
11,1.54495671078589
11.5,1.21509289336074
12,0.999451029303762
12.5,1.12374834691592
13,0.690151027792364
13.5,0.291332047297528
14,0.0586498627500625
14.5,0.202182205592186
15,-0.0144794694176333
15.5,-0.906731376374099
16,-1.33767000094527
16.5,-1.03117951003683
17,-0.589290626278109
17.5,-0.523455649612293
18,-0.559065868533734
18.5,-0.23413765696861
19,0.198746100984103
19.5,0.191530974267565
20,0.0376908384969461
20.5,0.0827330670562674
21,-0.293741860522527
21.5,-0.026549209978306
22,-0.0657243556057061
22.5,-0.470031247928365
23,-0.0318986461773676
23.5,0.0274985973337536
24,0.0476162230312482
24.5,-0.170918472556902
25,-0.429087648443094
25.5,-0.579404216211604
26,-0.692942292034324
26.5,-1.01047812559171
27,-1.11929856156833
27.5,-1.08099742941613
28,-1.17293886039352
28.5,-1.05424210678496
29,-1.1047168266422
29.5,-0.625736000708681
30,-0.335792557675678
30.5,-0.644051684032203
31,-0.330206786063453
31.5,-0.186090070502001
32,0.420218190296445
32.5,-0.1335698295314
33,-1.01180289154284
33.5,-0.485854090606502
34,-0.147602691600724
34.5,15.0525062231979
35,30.1478999978009
35.5,45.3662464659648
36,60.7903781044993
36.5,75.7799483233166
37,90.4185173983972
37.5,104.835798979904
38,119.218410602802
38.5,133.942901027928
39,148.323782484377
39.5,163.965419871836
40,179.457112348791
40.5,179.596768903407
41,179.530031268298
41.5,180.065123649367
42,180.359087946653
42.5,179.955324899911
43,179.729812403696
43.5,179.984952134293
44,180.175112201481
44.5,180.396499645136
45,180.474319863354
45.5,180.564556561871
46,180.73592688808
46.5,180.832167493346
47,180.76656336387
47.5,180.429500586087
48,180.630207447677
48.5,180.758830179194
49,180.709263010726
49.5,179.839232416202
50,179.622587059833
50.5,179.41003876424
51,179.462299345374
51.5,179.74235279208
52,179.995102500959
52.5,180.303210125767
53,180.783785885945
53.5,180.921763840693
54,180.869238515461
54.5,181.017326666288
55,180.838611336892
55.5,180.108863394305
56,179.476884201109
56.5,179.453850308503
57,179.003700183125
57.5,178.618398389793
58,177.719396789849
58.5,178.459306560947
59,178.936598168861
59.5,179.243444283057
60,179.87158200232
60.5,180.398517138645
61,180.391911841
61.5,181.167461691803
62,181.489789016402
62.5,181.032283538889
63,181.383013257356
63.5,181.111396423805
64,180.853471879099
64.5,180.222234147542
65,179.052668784156
65.5,178.862851481004
66,178.907885226676
66.5,179.624330603009
67,180.101169271676
67.5,180.368769684431
68,180.440939690878
68.5,180.45307773349
69,180.40764034012
69.5,180.080084399316
